record - leader,001 Control Number,008 Fixed-Length Data Elements,035^$ $ $a System Control Number,040^$ $ $a Cataloging Source,245^$0$0$a Title,245^$0$2$a Title - w Article,245^$0$3$a Title - w Article,245^$0$4$a Title - w Article,"260^$ $ $a Publication, Distribution",310^$ $ $a Current Publication Frequency,336 Content Type,337 Media Type,338 Carrier Type,653 Index Term - Uncontrolled,"264 Production, Publication, Distribution, Manufacture, and Copyright Notice",996,998,650 Subject Added Entry - Topical Term,710 Added Entry - Corporate Name,246 Varying Form of Title,500 General Note,775 Other Edition Entry,022 International Standard Serial Number,247 Former Title,321 Former Publication Frequency,580 Linking Entry Complexity Note,546 Language Note,521 Target Audience Note,900,300 Physical Description,490 Series Statement,700 Added Entry - Personal Name,041 Language Code,773 Host Item Entry,981,711 Added Entry - Meeting Name,856 Electronic Location and Access,110 Main Entry - Corporate Name,901,692 Local Subject Access Fields,250 Edition Statement,525 Supplement Note,600 Subject Added Entry - Personal Name,983,505 Formatted Contents Note
00902nas a2200253 u 4500,9992173159201480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Saints Alive!,,,,,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$aWaterloo$ $ $bThe episcopal church$ $ $31982-^$ $1$c1982-,^$ $ $aKADOC$ $ $bphysical$ $ $c201903$ $ $dA$ $ $dCollectie EVADOC$ $ $9local,,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $alevensbeschouwing$ $ $6(ODIS-TW)2799^$ $7$2KADOC$ $ $achristendom$ $ $6(ODIS-TW)2689^$ $7$2KADOC$ $ $aprotestantisme$ $ $6(ODIS-TW)2501,,,,^$1$8$w(BeLVLBS)009097629LBS01-Aleph$ $ $tSaints alive! The newsletter of all saints'episcopal church.$ $ $4776,,^$1$0$aAll Saints' Church$ $ $bnewsletter$ $ $g[1997]-[1999],,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992388856101471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992388856101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00736nas a2200229 u 4500,9992173358501480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Kinderwerk,,,,^$ $1$aBerchem-Antwerpen$ $ $bEvangelisch Kinderwerk,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1985-[1992],^$ $ $aKADOC$ $ $bphysical$ $ $c201607$ $ $9local,,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $alevensbeschouwing$ $ $6(ODIS-TW)2799^$ $7$2KADOC$ $ $achristendom$ $ $6(ODIS-TW)2689^$ $7$2KADOC$ $ $aprotestantisme$ $ $6(ODIS-TW)2501,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992389249601471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992389249601471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00916nas a2200265 u 4500,9992173359501480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,^$ $0$aWycliffe:,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$aHeverlee$ $ $bWycliffe$ $ $32001-2008^$ $1$aHeverlee$ $ $bWycliffe Bijbelvertalers$ $ $31985-2001^$ $1$c1985-[2008],^$ $ $aKADOC$ $ $bphysical$ $ $c201804$ $ $dW$ $ $dCollectie EVADOC$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $alevensbeschouwing$ $ $6(ODIS-TW)2799^$ $7$2KADOC$ $ $achristendom$ $ $6(ODIS-TW)2689^$ $7$2KADOC$ $ $aprotestantisme$ $ $6(ODIS-TW)2501,,,,,,^$1$0$aWycliffe news$ $ $g1993-2001^$1$0$aWycliffe-Nieuws België$ $ $g1985-1992,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992389263201471,rda based,taalkundig zendings- en ontwikkelingswerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992389263201471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00610nas a2200193 u 4500,9992178451401480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Botéléchos,,,,,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-1985]^$ $1$aBotassart$ $ $bVilla Saint-Servais,^$ $ $aKADOC$ $ $bphysical$ $ $c201609$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992407015901471,rda based,le moniteur de la Botéléquipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992407015901471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00576nas a2200193 u 4500,9992178451601480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,,,Le centre culturel SFX,,,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1981] - [1992]^$ $1$aVerviers$ $ $bCentre culturel SFX,^$ $ $aKADOC$ $ $bphysical$ $ $c201609$ $ $9local,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992407020201471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992407020201471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00649nas a2200193 u 4500,9992178454001480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Amon noq-ôte à St-Servais,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1981-[1983]^$ $1$aLiège$ $ $bCollège Saint-Servais,^$ $ $aKADOC$ $ $bphysical$ $ $c201609$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992407041001471,rda based,bulletin du collège et de son association de parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992407041001471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00637nas a2200193 u 4500,9992178459501480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Contact,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1985-[2000]^$ $1$aVerviers$ $ $bSFX2,^$ $ $aKADOC$ $ $bphysical$ $ $c201609$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992407067601471,rda based,"périodique de l'amicale des anciennes et anciens, amies et amis de ISA - SFX2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992407067601471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00618nas a2200193 u 4500,9992178752301480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Institut Saint-François-Xavier. Infor-parents,,,,,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1983]-?^$ $1$aVerviers$ $ $bInstitut Saint François-Xavier,^$ $ $aKADOC$ $ $bphysical$ $ $c201609$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992407630201471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992407630201471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00577nas a2200193 u 4500,9992178753101480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,ISA parents,,,,,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-?^$ $1$aVerviers$ $ $bInstitut des Saints-Anges,^$ $ $aKADOC$ $ $bphysical$ $ $c201609$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992407635901471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992407635901471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00580nas a2200193 u 4500,9992178753401480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,ISA infor,,,,,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1981]-[1984]^$ $1$aVerviers$ $ $bInstitut des Saints-Anges,^$ $ $aKADOC$ $ $bphysical$ $ $c201609$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992407638001471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992407638001471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00619nas a2200193 u 4500,9992179351401480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,,,Le figuier,,,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1984-[1997]^$ $1$aNamur$ $ $bCentre religieux universitaire,^$ $ $aKADOC$ $ $bphysical$ $ $c201610$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992427434401471,rda based,,,périodique de l'aumônerie universitaire de Namur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992427434401471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00596nas a2200193 u 4500,9992179750201480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,CMJ,,,,,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-[1985]^$ $1$a[lieu de publication inconnu]$ $ $bCercle missionnaire des revues St Michel,^$ $ $aKADOC$ $ $bphysical$ $ $c201610$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992429364501471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992429364501471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00589nas a2200193 u 4500,9992179751901480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,,,Le dragon dragueur,,,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1981]-1982^$ $1$a[lieu de publication inconnu]$ $ $bArdents de Saint Michel,^$ $ $aKADOC$ $ $bphysical$ $ $c201610$ $ $9local,,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992428775701471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992428775701471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00628nas a2200193 u 4500,9992180860101480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,SFX revue,,,,,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-[2000]^$ $1$aVerviers$ $ $bCollège Saint-François-Xavier,^$ $ $aKADOC$ $ $bphysical$ $ $c201611$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992430139601471,rda based,revue du Collège Saint-François-Xavier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992430139601471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00604nas a2200193 u 4500,9992180860201480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,SFX. Valves de poche,,,,,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-[2001]^$ $1$aVerviers$ $ $bCentre Scolaire Saint-François-Xavier,^$ $ $aKADOC$ $ $bphysical$ $ $c201611$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992430148501471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992430148501471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00664nas a2200193 u 4500,9992183359901480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Rayonnement de St. Michel,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1981]-[1986]^$ $1$aBruxelles$ $ $bAssociation des anciens élèves du Collège Saint-Michel,^$ $ $aKADOC$ $ $bphysical$ $ $c201611$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992434466301471,rda based,revue trimestrielle des anciens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992434466301471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00745nas a2200193 u 4500,9992187451301480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Nouvelles collégiales,,,,,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1982-[1993]^$ $1$aBruxelles$ $ $bCollège Saint-Michel$ $ $31982-[1993],^$ $ $aKADOC$ $ $bphysical$ $ $c201701$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992443842301471,rda based,"bulletin d'information de la Communauté Educative du Collège Saint-Michel à Bruxelles (Ecole Primaire, Humanités, Section Professionnelle)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992443842301471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00844nas a2200241 u 4500,9992191652801480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Afgesant:,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1985-1987^$ $1$aAntwerpen$ $ $bVan Aelst$ $ $31985-1987,^$ $ $aKADOC$ $ $bphysical$ $ $c201704$ $ $9local,,"^$ $7$2KADOC$ $ $aC6$ $ $bOpvoeding, onderwijs, wetenschap (ODIS-HT)^$ $7$2KADOC$ $ $aonderwijs$ $ $6(ODIS-TW)2803^$ $7$2KADOC$ $ $astudentenbeweging$ $ $6(ODIS-TW)2545^$ $7$2KADOC$ $ $acommunicatie$ $ $6(ODIS-TW)395^$ $7$2KADOC$ $ $amedia$ $ $6(ODIS-TW)1267",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992455082601471,rda based,tijdschrift van de vereniging van oud-studenten geschiedenis van UFSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992455082601471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00679nas a2200205 u 4500,9992201159501480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Lettre des jésuites en monde populaire,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1985]-2007^$ $1$aLe Mans$ $ $bCompagnie de Jésus$ $ $3[1985]-2007,^$ $ $aKADOC$ $ $bphysical$ $ $c202107$ $ $9local,,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT),,,,,,^$1$0$aLettre des jésuites en mission ouvrière$ $ $g[1985]-[1998],,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992511060201471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992511060201471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00913nas a2200217 u 4500,9992202157501480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,Grains de vie,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1984-[2008]^$ $1$aCharleroi$ $ $bEquipe Pastorale pour les Intervenants,^$ $ $aKADOC$ $ $bphysical$ $ $c201710$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,^$1$0$aLes grains de l'EPI$ $ $g1986-2006^$1$0$aLes grains de l'Equipe Pastorale pour les Intervenants auprès des jeunes en difficulté et des personnes handicapées$ $ $g1984-1985,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992512715401471,rda based,trimestriel francophone oecuménique pour la pastorale et la catéchèse des personnes ayant un handicap et des personnes en difficultés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992512715401471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00594nas a2200193 u 4500,9992202159001480,011031d19822008be qr|p||     0|||a|fre c,,Language of cataloging varies,"Par lui, avec lui, et en lui",,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1982]-1997^$ $1$aHaine-Saint-Paul$ $ $bSocietas Jesu$ $ $3[1982]-1997,^$ $ $aKADOC$ $ $bphysical$ $ $c201710$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)9992512743201471,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9992512743201471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00573nas  2200193u  4500,9913138490101480,920303q19841985be ur|p||     0|||a|dut c,,BeLVLBS,Info-dokument.,,,,Brussel$ $ $bVakantiegenoegens$ $ $c[1984]-[1985],Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,,^$2$ $aVakantiegenoegens$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)001313849LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4128652,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9913138490101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00513nas  2200181u  4500,9913167060101480,920312q19851986be mr|p||     0|||a|dut c,,BeLVLBS,Beraad.,,,,Brasschaat$ $ $bBeraad$ $ $c1985-[1986],Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,^$ $ $aPeriodiciteit varieert,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)001316706LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4143604,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9913167060101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00789nas  2200217u  4500,9913167130101480,920312q19851987be qr|p||     0|||a|dut c,,BeLVLBS,,,De Peterman : driemaandelijkse stadskrant voor Groot-Leuven en omgeving.,,Leuven$ $ $b't Nieuw geluid$ $ $c1985-[1987],Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,^$ $7$2UDC$ $ $a949.32 LEUVEN$ $ $xGeschiedenis van België: hertogdom Brabant; provincie Brabant--(reg./lok.)--LEUVEN,^$2$ $a't Nieuw geluid Leuven$ $ $4oth,,,,,,,,,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,
,,,(BeLVLBS)001316713LBS01-Aleph,Language of cataloging varies,,,1244993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4143639,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9913167130101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00599nas  2200181u  4500,9913190310101480,920312q19851987be qr|p||     0|||a|dut c,,Language of cataloging varies,CCV nieuws haven.,,,,Antwerpen$ $ $bACV. Christelijke centrale van vervoerarbeiders$ $ $c[1981]-[1983],Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,^$1$8$w(BeLVLBS)001318997LBS01-Aleph$ $ $tCCV news haven$ $ $4780,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)001319031LBS01-Aleph,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9913190310101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00777nas  2200217u  4500,9913190470101480,920319q19831987be sr|p||     0|||a|dut c,,BeLVLBS,CVD havennieuws.,,,,Antwerpen$ $ $bChristelijke vervoerarbeiders en diamantbewerkers$ $ $c1983-[1987],Semimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,,^$2$ $aChristelijke vervoerarbeiders en diamantbewerkers. Sector haven$ $ $4oth,,,^$1$8$w(BeLVLBS)001319031LBS01-Aleph$ $ $tCCV nieuws haven$ $ $4780,,,,^$ $ $aVoortzetting van: CCV nieuws haven,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)001319047LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4156015,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9913190470101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
